ID,book,bk,ch,vs,field
GEN/9:12,GEN,1,9,12,"And God saith, `This is a token of the covenant which I am giving between Me and you, and every living creature that  with you, to generations age-during;"
GEN/9:13,GEN,1,9,13,"My bow I have given in the cloud, and it hath been for a token of a covenant between Me and the earth;"
GEN/9:14,GEN,1,9,14,"and it hath come to pass (in My sending a cloud over the earth) that the bow hath been seen in the cloud,"
GEN/9:15,GEN,1,9,15,"and I have remembered My covenant which is between Me and you, and every living creature among all flesh, and the waters become no more a deluge to destroy all flesh;"
GEN/9:16,GEN,1,9,16,"and the bow hath been in the cloud, and I have seen it -- to remember the covenant age-during between God and every living creature among all flesh which  on the earth.'"
GEN/9:17,GEN,1,9,17,"And God saith unto Noah, `This  a token of the covenant which I have established between Me and all flesh that  upon the earth.'"
GEN/9:18,GEN,1,9,18,"And the sons of Noah who are going out of the ark are Shem, and Ham, and Japheth; and Ham is father of Canaan."
GEN/9:19,GEN,1,9,19,"These three `are' sons of Noah, and from these hath all the earth been overspread."
GEN/9:20,GEN,1,9,20,"And Noah remaineth a man of the ground, and planteth a vineyard,"
GEN/9:21,GEN,1,9,21,"and drinketh of the wine, and is drunken, and uncovereth himself in the midst of the tent."
GEN/9:22,GEN,1,9,22,"And Ham, father of Canaan, seeth the nakedness of his father, and declareth to his two brethren without."
GEN/9:23,GEN,1,9,23,"And Shem taketh -- Japheth also -- the garment, and they place on the shoulder of them both, and go backward, and cover the nakedness of their father; and their faces `are' backward, and their father's nakedness they have not seen."
GEN/9:24,GEN,1,9,24,"And Noah awaketh from his wine, and knoweth that which his young son hath done to him,"
GEN/9:25,GEN,1,9,25,"and saith: `Cursed  Canaan, Servant of servants he is to his brethren.'"
GEN/9:26,GEN,1,9,26,"And he saith: `Blessed of Yahweh my God  Shem, And Canaan is servant to him."
GEN/9:27,GEN,1,9,27,"God doth give beauty to Japheth, And he dwelleth in tents of Shem, And Canaan is servant to him.'"
GEN/9:28,GEN,1,9,28,And Noah liveth after the deluge three hundred and fifty years;
GEN/9:29,GEN,1,9,29,"and all the days of Noah are nine hundred and fifty years, and he dieth."
GEN/10:1,GEN,1,10,1,"And these `are' births of the sons of Noah, Shem, Ham, and Japheth; and born to them are sons after the deluge."
GEN/10:2,GEN,1,10,2,"`Sons of Japheth `are' Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras."
GEN/10:3,GEN,1,10,3,"And sons of Gomer `are' Ashkenaz, and Riphath, and Togarmah."
GEN/10:4,GEN,1,10,4,"And sons of Javan `are' Elishah, and Tarshish, Kittim, and Dodanim."
GEN/10:5,GEN,1,10,5,"By these have the isles of the nations been parted in their lands, each by his tongue, by their families, in their nations."
GEN/10:6,GEN,1,10,6,"And sons of Ham `are' Cush, and Mitzraim, and Phut, and Canaan."
GEN/10:7,GEN,1,10,7,"And sons of Cush `are' Seba, and Havilah, and Sabtah, and Raamah, and Sabtechah; and sons of Raamah `are' Sheba and Dedan."
GEN/10:8,GEN,1,10,8,And Cush hath begotten Nimrod;
GEN/10:9,GEN,1,10,9,"he hath begun to be a hero in the land; he hath been a hero in hunting before Yahweh; therefore it is said, `As Nimrod the hero `in' hunting before Yahweh.'"
GEN/10:10,GEN,1,10,10,"And the firsfruit of his kingdom is Babel, and Erech, and Accad, and Calneh, in the land of Shinar;"
GEN/10:11,GEN,1,10,11,"from that land he hath gone out to Asshur, and buildeth Nineveh, even the broad places of the city, and Calah,"
GEN/10:12,GEN,1,10,12,"and Resen, between Nineveh and Calah; it  the great city."
GEN/10:13,GEN,1,10,13,"And Mitzraim hath begotten the Ludim, and the Anamim, and the Lehabim, and the Naphtuhim,"
GEN/10:14,GEN,1,10,14,"and the Pathrusim, and the Casluhim, (whence have come out Philistim,) and the Caphtorim."
GEN/10:15,GEN,1,10,15,"And Canaan hath begotten Sidon his first-born, and Heth,"
GEN/10:16,GEN,1,10,16,"and the Jebusite, and the Amorite, and the Girgashite,"
GEN/10:17,GEN,1,10,17,"and the Hivite, and the Arkite, and the Sinite,"
GEN/10:18,GEN,1,10,18,"and the Arvadite, and the Zemarite, and the Hamathite; and afterwards have the families of the Canaanite been scattered."
GEN/10:19,GEN,1,10,19,"And the border of the Canaanite is from Sidon, `in' thy coming towards Gerar, unto Gaza; `in' thy coming towards Sodom, and Gomorrah, and Admah, and Zeboim, unto Lasha."
GEN/10:20,GEN,1,10,20,"These `are' sons of Ham, by their families, by their tongues, in their lands, in their nations."
GEN/10:21,GEN,1,10,21,"As to Shem, father of all sons of Eber, brother of Japheth the elder, he hath also begotten:"
GEN/10:22,GEN,1,10,22,"Sons of Shem `are' Elam, and Asshur, and Arphaxad, and Lud, and Aram."
GEN/10:23,GEN,1,10,23,"And sons of Aram `are' Uz, and Hul, and Gether, and Mash."
GEN/10:24,GEN,1,10,24,"And Arphaxad hath begotten Salah, and Salah hath begotten Eber."
GEN/10:25,GEN,1,10,25,"And to Eber have two sons been born; the name of the one  Peleg (for in his days hath the earth been divided,) and his brother's name  Joktan."
GEN/10:26,GEN,1,10,26,"And Joktan hath begotten Almodad, and Sheleph, and Hazarmaveth, and Jerah,"
GEN/10:27,GEN,1,10,27,"and Hadoram, and Uzal, and Diklah,"
GEN/10:28,GEN,1,10,28,"and Obal, and Abimael, and Sheba,"
GEN/10:29,GEN,1,10,29,"and Ophir, and Havilah, and Jobab; all these `are' sons of Joktan;"
GEN/10:30,GEN,1,10,30,"and their dwelling is from Mesha, `in' thy coming towards Sephar, a mount of the east."
GEN/10:31,GEN,1,10,31,"These `are' sons of Shem, by their families, by their tongues, in their lands, by their nations."
GEN/10:32,GEN,1,10,32,"These `are' families of the sons of Noah, by their births, in their nations, and by these have the nations been parted in the earth after the deluge."
GEN/11:1,GEN,1,11,1,"And the whole earth is of one pronunciation, and of the same words,"
GEN/11:2,GEN,1,11,2,"and it cometh to pass, in their journeying from the east, that they find a valley in the land of Shinar, and dwell there;"
GEN/11:3,GEN,1,11,3,"and they say each one to his neighbour, `Give help, let us make bricks, and burn `them' thoroughly:' and the brick is to them for stone, and the bitumen hath been to them for mortar."
GEN/11:4,GEN,1,11,4,"And they say, `Give help, let us build for ourselves a city and tower, and its head in the heavens, and make for ourselves a name, lest we be scattered over the face of all the earth.'"
GEN/11:5,GEN,1,11,5,And Yahweh cometh down to see the city and the tower which the sons of men have builded;
GEN/11:6,GEN,1,11,6,"and Yahweh saith, `Lo, the people  one, and one pronunciation  to them all, and this it hath dreamed of doing; and now, nothing is restrained from them of that which they have purposed to do."
GEN/11:7,GEN,1,11,7,"Give help, let us go down, and mingle there their pronunciation, so that a man doth not understand the pronunciation of his companion.'"
GEN/11:8,GEN,1,11,8,"And Yahweh doth scatter them from thence over the face of all the earth, and they cease to build the city;"
GEN/11:9,GEN,1,11,9,"therefore hath `one' called its name Babel, for there hath Yahweh mingled the pronunciation of all the earth, and from thence hath Yahweh scattered them over the face of all the earth."
GEN/11:10,GEN,1,11,10,"These `are' births of Shem: Shem  a son of an hundred years, and begetteth Arphaxad two years after the deluge."
GEN/11:11,GEN,1,11,11,"And Shem liveth after his begetting Arphaxad five hundred years, and begetteth sons and daughters."
GEN/11:12,GEN,1,11,12,"And Arphaxad hath lived five and thirty years, and begetteth Salah."
GEN/11:13,GEN,1,11,13,"And Arphaxad liveth after his begetting Salah four hundred and three years, and begetteth sons and daughters."
GEN/11:14,GEN,1,11,14,"And Salah hath lived thirty years, and begetteth Eber."
GEN/11:15,GEN,1,11,15,"And Salah liveth after his begetting Eber four hundred and three years, and begetteth sons and daughters."
GEN/11:16,GEN,1,11,16,"And Eber liveth four and thirty years, and begetteth Peleg."
GEN/11:17,GEN,1,11,17,"And Eber liveth after his begetting Peleg four hundred and thirty years, and begetteth sons and daughters."
GEN/11:18,GEN,1,11,18,"And Peleg liveth thirty years, and begetteth Reu."
GEN/11:19,GEN,1,11,19,"And Peleg liveth after his begetting Reu two hundred and nine years, and begetteth sons and daughters."
GEN/11:20,GEN,1,11,20,"And Reu liveth two and thirty years, and begetteth Serug."
GEN/11:21,GEN,1,11,21,"And Reu liveth after his begetting Serug two hundred and seven years, and begetteth sons and daughters."
GEN/11:22,GEN,1,11,22,"And Serug liveth thirty years, and begetteth Nahor."
GEN/11:23,GEN,1,11,23,"And Serug liveth after his begetting Nahor two hundred years, and begetteth sons and daughters."
GEN/11:24,GEN,1,11,24,"And Nahor liveth nine and twenty years, and begetteth Terah."
GEN/11:25,GEN,1,11,25,"And Nahor liveth after his begetting Terah an hundred and nineteen years, and begetteth sons and daughters."
GEN/11:26,GEN,1,11,26,"And Terah liveth seventy years, and begetteth Abram, Nahor, and Haran."
GEN/11:27,GEN,1,11,27,"And these `are' births of Terah: Terah hath begotten Abram, Nahor, and Haran; and Haran hath begotten Lot;"
GEN/11:28,GEN,1,11,28,"and Haran dieth in the presence of Terah his father, in the land of his birth, in Ur of the Chaldees."
GEN/11:29,GEN,1,11,29,"And Abram and Nahor take to themselves wives; the name of Abram's wife  Sarai, and the name of Nahor's wife  Milcah, daughter of Haran, father of Milcah, and father of Iscah."
GEN/11:30,GEN,1,11,30,And Sarai is barren -- she hath no child.
GEN/11:31,GEN,1,11,31,"And Terah taketh Abram his son, and Lot, son of Haran, his son's son, and Sarai his daughter-in-law, wife of Abram his son, and they go out with them from Ur of the Chaldees, to go towards the land of Canaan; and they come unto Charan, and dwell there."
GEN/11:32,GEN,1,11,32,"And the days of Terah are two hundred and five years, and Terah dieth in Charan."
GEN/12:1,GEN,1,12,1,"And Yahweh saith unto Abram, `Go for thyself, from thy land, and from thy kindred, and from the house of thy father, unto the land which I shew thee."
GEN/12:2,GEN,1,12,2,"And I make thee become a great nation, and bless thee, and make thy name great; and be thou a blessing."
GEN/12:3,GEN,1,12,3,"And I bless those blessing thee, and him who is disesteeming thee I curse, and blessed in thee have been all families of the ground.'"
GEN/12:4,GEN,1,12,4,"And Abram goeth on, as Yahweh hath spoken unto him, and Lot goeth with him, and Abram  a son of five and seventy years in his going out from Charan."
GEN/12:5,GEN,1,12,5,"And Abram taketh Sarai his wife, and Lot his brother's son, and all their substance that they have gained, and the persons that they have obtained in Charan; and they go out to go towards the land of Canaan; and they come in to the land of Canaan."
GEN/12:6,GEN,1,12,6,"And Abram passeth over into the land, unto the place Shechem, unto the oak of Moreh; and the Canaanite  then in the land."
GEN/12:7,GEN,1,12,7,"And Yahweh appeareth unto Abram, and saith, `To thy seed I give this land;' and he buildeth there an altar to Yahweh, who hath appeared unto him."
GEN/12:8,GEN,1,12,8,"And he removeth from thence towards a mountain at the east of Beth-El, and stretcheth out the tent (Beth-El at the west, and Hai at the east), and he buildeth there an altar to Yahweh, and preacheth in the name of Yahweh."
GEN/12:9,GEN,1,12,9,"And Abram journeyeth, going on and journeying towards the south."
GEN/12:10,GEN,1,12,10,"And there is a famine in the land, and Abram goeth down towards Egypt to sojourn there, for the famine  grievous in the land;"
GEN/12:11,GEN,1,12,11,"and it cometh to pass as he hath drawn near to enter Egypt, that he saith unto Sarai his wife, `Lo, I pray thee, I have known that thou `art' a woman of beautiful appearance;"
GEN/12:12,GEN,1,12,12,"and it hath come to pass that the Egyptians see thee, and they have said, `This  his wife,' and they have slain me, and thee they keep alive:"
GEN/12:13,GEN,1,12,13,"say, I pray thee, thou `art' my sister, so that it is well with me because of thee, and my soul hath lived for thy sake.'"
GEN/12:14,GEN,1,12,14,"And it cometh to pass, at the entering of Abram into Egypt, that the Egyptians see the woman that she  exceeding fair;"
GEN/12:15,GEN,1,12,15,"and princes of Pharaoh see her, and praise her unto Pharaoh, and the woman is taken `to' Pharaoh's house;"
GEN/12:16,GEN,1,12,16,"and to Abram he hath done good because of her, and he hath sheep and oxen, and he-asses, and men-servants, and handmaids, and she-asses, and camels."
