ID,book,bk,ch,vs,field
GEN/27:38,GEN,1,27,38,"And Esau saith unto his father, `One blessing hast thou my father? bless me, me also, O my father;' and Esau lifteth up his voice, and weepeth."
GEN/27:39,GEN,1,27,39,"And Isaac his father answereth and saith unto him, `Lo, of the fatness of the earth is thy dwelling, and of the dew of the heavens from above;"
GEN/27:40,GEN,1,27,40,"and by thy sword dost thou live, and thy brother dost thou serve; and it hath come to pass when thou rulest, that thou hast broken his yoke from off thy neck.'"
GEN/27:41,GEN,1,27,41,"And Esau hateth Jacob, because of the blessing with which his father blessed him, and Esau saith in his heart, `The days of mourning `for' my father draw near, and I slay Jacob my brother.'"
GEN/27:42,GEN,1,27,42,"And the words of Esau her elder son are declared to Rebekah, and she sendeth and calleth for Jacob her younger son, and saith unto him, `Lo, Esau thy brother is comforting himself in regard to thee -- to slay thee;"
GEN/27:43,GEN,1,27,43,"and now, my son, hearken to my voice, and rise, flee for thyself unto Laban my brother, to Haran,"
GEN/27:44,GEN,1,27,44,"and thou hast dwelt with him some days, till thy brother's fury turn back,"
GEN/27:45,GEN,1,27,45,"till thy brother's anger turn back from thee, and he hath forgotten that which thou hast done to him, and I have sent and taken thee from thence; why am I bereaved even of you both the same day?'"
GEN/27:46,GEN,1,27,46,"And Rebekah saith unto Isaac, `I have been disgusted with my life because of the presence of the daughters of Heth; if Jacob take a wife of the daughters of Heth, like these -- from the daughters of the land -- why do I live?'"
GEN/28:1,GEN,1,28,1,"And Isaac calleth unto Jacob, and blesseth him, and commandeth him, and saith to him, `Thou dost not take a wife of the daughters of Caanan;"
GEN/28:2,GEN,1,28,2,"rise, go to Padan-Aram, to the house of Bethuel, thy mother's father, and take for thyself from thence a wife, of the daughters of Laban, thy mother's brother;"
GEN/28:3,GEN,1,28,3,"and God Almighty doth bless thee, and make thee fruitful, and multiply thee, and thou hast become an assembly of peoples;"
GEN/28:4,GEN,1,28,4,"and He doth give to thee the blessing of Abraham, to thee and to thy seed with thee, to cause thee to possess the land of thy sojournings, which God gave to Abraham.'"
GEN/28:5,GEN,1,28,5,"And Isaac sendeth away Jacob, and he goeth to Padan-Aram, unto Laban, son of Bethuel the Aramaean, brother of Rebekah, mother of Jacob and Esau."
GEN/28:6,GEN,1,28,6,"And Esau seeth that Isaac hath blessed Jacob, and hath sent him to Padan-Aram to take to himself from thence a wife -- in his blessing him that he layeth a charge upon him, saying, Thou dost not take a wife from the daughters of Canaan --"
GEN/28:7,GEN,1,28,7,"that Jacob hearkeneth unto his father and unto his mother, and goeth to Padan-Aram --"
GEN/28:8,GEN,1,28,8,"and Esau seeth that the daughters of Canaan are evil in the eyes of Isaac his father,"
GEN/28:9,GEN,1,28,9,"and Esau goeth unto Ishmael, and taketh Mahalath, daughter of Ishmael, Abraham's son, sister of Nebajoth, unto his wives, to himself, for a wife."
GEN/28:10,GEN,1,28,10,"And Jacob goeth out from Beer-Sheba, and goeth toward Haran,"
GEN/28:11,GEN,1,28,11,"and he toucheth at a `certain' place, and lodgeth there, for the sun hath gone in, and he taketh of the stones of the place, and maketh `them' his pillows, and lieth down in that place."
GEN/28:12,GEN,1,28,12,"And he dreameth, and lo, a ladder set up on the earth, and its head is touching the heavens; and lo, messengers of God are going up and coming down by it;"
GEN/28:13,GEN,1,28,13,"and lo, Yahweh is standing upon it, and He saith, `I `am' Yahweh, God of Abraham thy father, and God of Isaac; the land on which thou art lying, to thee I give it, and to thy seed;"
GEN/28:14,GEN,1,28,14,"and thy seed hath been as the dust of the land, and thou hast broken forth westward, and eastward, and northward, and southward, and all families of the ground have been blessed in thee and in thy seed."
GEN/28:15,GEN,1,28,15,"`And lo, I `am' with thee, and have kept thee whithersoever thou goest, and have caused thee to turn back unto this ground; for I leave thee not till that I have surely done that which I have spoken to thee.'"
GEN/28:16,GEN,1,28,16,"And Jacob awaketh out of his sleep, and saith, `Surely Yahweh is in this place, and I knew not;'"
GEN/28:17,GEN,1,28,17,"and he feareth, and saith, `How fearful  this place; this is nothing but a house of God, and this a gate of the heavens.'"
GEN/28:18,GEN,1,28,18,"And Jacob riseth early in the morning, and taketh the stone which he hath made his pillows, and maketh it a standing pillar, and poureth oil upon its top,"
GEN/28:19,GEN,1,28,19,"and he calleth the name of that place Bethel, `house of God,' and yet, Luz  the name of the city at the first."
GEN/28:20,GEN,1,28,20,"And Jacob voweth a vow, saying, `Seeing God is with me, and hath kept me in this way which I am going, and hath given to me bread to eat, and a garment to put on --"
GEN/28:21,GEN,1,28,21,"when I have turned back in peace unto the house of my father, and Yahweh hath become my God,"
GEN/28:22,GEN,1,28,22,"then this stone which I have made a standing pillar is a house of God, and all that Thou dost give to me -- tithing I tithe to Thee.'"
GEN/29:1,GEN,1,29,1,"And Jacob lifteth up his feet, and goeth towards the land of the sons of the east;"
GEN/29:2,GEN,1,29,2,"and he looketh, and lo, a well in the field, and lo, there three droves of a flock crouching by it, for from that well they water the droves, and the great stone  on the mouth of the well."
GEN/29:3,GEN,1,29,3,"(When thither have all the droves been gathered, and they have rolled the stone from off the mouth of the well, and have watered the flock, then they have turned back the stone on the mouth of the well to its place.)"
GEN/29:4,GEN,1,29,4,"And Jacob saith to them, `My brethren, from whence `are' ye?' and they say, `We `are' from Haran.'"
GEN/29:5,GEN,1,29,5,"And he saith to them, `Have ye known Laban, son of Nahor?' and they say, `We have known.'"
GEN/29:6,GEN,1,29,6,"And he saith to them, `Hath he peace?' and they say, `Peace; and lo, Rachel his daughter is coming with the flock.'"
GEN/29:7,GEN,1,29,7,"And he saith, `Lo, the day  still great, `it is' not time for the cattle to be gathered; water ye the flock, and go, delight yourselves.'"
GEN/29:8,GEN,1,29,8,"And they say, `We are not able, till that all the droves be gathered together, and they have rolled away the stone from the mouth of the well, and we have watered the flock.'"
GEN/29:9,GEN,1,29,9,"He is yet speaking with them, and Rachel hath come with the flock which her father hath, for she  shepherdess;"
GEN/29:10,GEN,1,29,10,"and it cometh to pass when Jacob hath seen Rachel, daughter of Laban his mother's brother, and the flock of Laban his mother's brother, that Jacob cometh nigh and rolleth the stone from off the mouth of the well, and watereth the flock of Laban his mother's brother."
GEN/29:11,GEN,1,29,11,"And Jacob kisseth Rachel, and lifteth up his voice, and weepeth,"
GEN/29:12,GEN,1,29,12,"and Jacob declareth to Rachel that he  her father's brother, and that he  Rebekah's son, and she runneth and declareth to her father."
GEN/29:13,GEN,1,29,13,"And it cometh to pass, when Laban heareth the report of Jacob his sister's son, that he runneth to meet him, and embraceth him, and kisseth him, and bringeth him in unto his house; and he recounteth to Laban all these things,"
GEN/29:14,GEN,1,29,14,"and Laban saith to him, `Only my bone and my flesh `art' thou;' and he dwelleth with him a month of days."
GEN/29:15,GEN,1,29,15,"And Laban saith to Jacob, `Is it because thou `art' my brother that thou hast served me for nought? declare to me what  thy hire.'"
GEN/29:16,GEN,1,29,16,"And Laban hath two daughters, the name of the elder  Leah, and the name of the younger Rachel,"
GEN/29:17,GEN,1,29,17,"and the eyes of Leah `are' tender, and Rachel hath been fair of form and fair of appearance."
GEN/29:18,GEN,1,29,18,"And Jacob loveth Rachel, and saith, `I serve thee seven years for Rachel thy younger daughter:'"
GEN/29:19,GEN,1,29,19,"and Laban saith, `It is better for me to give her to thee than to give her to another man; dwell with me;'"
GEN/29:20,GEN,1,29,20,"and Jacob serveth for Rachel seven years; and they are in his eyes as some days, because of his loving her."
GEN/29:21,GEN,1,29,21,"And Jacob saith unto Laban, `Give up my wife, for my days have been fulfilled, and I go in unto her;'"
GEN/29:22,GEN,1,29,22,"and Laban gathereth all the men of the place, and maketh a banquet."
GEN/29:23,GEN,1,29,23,"And it cometh to pass in the evening, that he taketh Leah, his daughter, and bringeth her in unto him, and he goeth in unto her;"
GEN/29:24,GEN,1,29,24,"and Laban giveth to her Zilpah, his maid-servant, to Leah his daughter, a maid-servant."
GEN/29:25,GEN,1,29,25,"And it cometh to pass in the morning, that lo, it  Leah; and he saith unto Laban, `What  this thou hast done to me? for Rachel have I not served with thee? and why hast thou deceived me?'"
GEN/29:26,GEN,1,29,26,"And Laban saith, `It is not done so in our place, to give the younger before the first-born;"
GEN/29:27,GEN,1,29,27,"fulfil the week of this one, and we give to thee also this one, for the service which thou dost serve with me yet seven other years.'"
GEN/29:28,GEN,1,29,28,"And Jacob doth so, and fulfilleth the week of this one, and he giveth to him Rachel his daughter, to him for a wife;"
GEN/29:29,GEN,1,29,29,"and Laban giveth to Rachel his daughter Bilhah his maid-servant, for a maid-servant to her."
GEN/29:30,GEN,1,29,30,"And he goeth in also unto Rachel, and he also loveth Rachel more than Leah; and he serveth with him yet seven other years."
GEN/29:31,GEN,1,29,31,"And Yahweh seeth that Leah  the hated one, and He openeth her womb, and Rachel  barren;"
GEN/29:32,GEN,1,29,32,"and Leah conceiveth, and beareth a son, and calleth his name Reuben, for she said, `Because Yahweh hath looked on mine affliction; because now doth my husband love me.'"
GEN/29:33,GEN,1,29,33,"And she conceiveth again, and beareth a son, and saith, `Because Yahweh hath heard that I `am' the hated one, He also giveth to me even this `one';' and she calleth his name Simeon."
GEN/29:34,GEN,1,29,34,"And she conceiveth again, and beareth a son, and saith, `Now  the time, my husband is joined unto me, because I have born to him three sons,' therefore hath `one' called his name Levi."
GEN/29:35,GEN,1,29,35,"And she conceiveth again, and beareth a son, and saith this time, `I praise Yahweh;' therefore hath she called his name Judah; and she ceaseth from bearing."
GEN/30:1,GEN,1,30,1,"And Rachel seeth that she hath not borne to Jacob, and Rachel is envious of her sister, and saith unto Jacob, `Give me sons, and if there is none -- I die.'"
GEN/30:2,GEN,1,30,2,"And Jacob's anger burneth against Rachel, and he saith, `Am I in stead of God who hath withheld from thee the fruit of the womb?'"
GEN/30:3,GEN,1,30,3,"And she saith, `Lo, my handmaid Bilhah, go in unto her, and she doth bear on my knees, and I am built up, even I, from her;'"
GEN/30:4,GEN,1,30,4,"and she giveth to him Bilhah her maid-servant for a wife, and Jacob goeth in unto her;"
GEN/30:5,GEN,1,30,5,"and Bilhah conceiveth, and beareth to Jacob a son,"
GEN/30:6,GEN,1,30,6,"and Rachel saith, `God hath decided for me, and also hath hearkened to my voice, and giveth to me a son;' therefore hath she called his name Dan."
GEN/30:7,GEN,1,30,7,"And Bilhah, Rachel's maid-servant, conceiveth again, and beareth a second son to Jacob,"
GEN/30:8,GEN,1,30,8,"and Rachel saith, `With wrestlings of God I have wrestled with my sister, yea, I have prevailed;' and she calleth his name Napthali."
GEN/30:9,GEN,1,30,9,"And Leah seeth that she hath ceased from bearing, and she taketh Zilpah her maid-servant, and giveth her to Jacob for a wife;"
GEN/30:10,GEN,1,30,10,"and Zilpah, Leah's maid-servant, beareth to Jacob a son,"
GEN/30:11,GEN,1,30,11,"and Leah saith, `A troop is coming;' and she calleth his name Gad."
GEN/30:12,GEN,1,30,12,"And Zilpah, Leah's maid-servant, beareth a second son to Jacob,"
GEN/30:13,GEN,1,30,13,"and Leah saith, `Because of my happiness, for daughters have pronounced me happy;' and she calleth his name Asher."
GEN/30:14,GEN,1,30,14,"And Reuben goeth in the days of wheat-harvest, and findeth love-apples in the field, and bringeth them in unto Leah, his mother, and Rachel saith unto Leah, `Give to me, I pray thee, of the love-apples of thy son.'"
GEN/30:15,GEN,1,30,15,"And she saith to her, `Is thy taking my husband a little thing, that thou hast taken also the love-apples of my son?' and Rachel saith, `Therefore doth he lie with thee to-night, for thy son's love-apples.'"
GEN/30:16,GEN,1,30,16,"And Jacob cometh in from the field at evening; and Leah goeth to meet him, and saith, `Unto me dost thou come in, for hiring I have hired thee with my son's love-apples;' and he lieth with her during that night."
GEN/30:17,GEN,1,30,17,"And God hearkeneth unto Leah, and she conceiveth, and beareth to Jacob a son, a fifth,"
GEN/30:18,GEN,1,30,18,"and Leah saith, `God hath given my hire, because I have given my maid-servant to my husband;' and she calleth his name Issachar."
GEN/30:19,GEN,1,30,19,"And conceive again doth Leah, and she beareth a sixth son to Jacob,"
GEN/30:20,GEN,1,30,20,"and Leah saith, `God hath endowed me -- a good dowry; this time doth my husband dwell with me, for I have borne to him six sons;' and she calleth his name Zebulun;"
GEN/30:21,GEN,1,30,21,"and afterwards hath she born a daughter, and calleth her name Dinah."
GEN/30:22,GEN,1,30,22,"And God remembereth Rachel, and God hearkeneth unto her, and openeth her womb,"
GEN/30:23,GEN,1,30,23,"and she conceiveth and beareth a son, and saith, `God hath gathered up my reproach;'"
GEN/30:24,GEN,1,30,24,"and she calleth his name Joseph, saying, `Yahweh is adding to me another son.'"
GEN/30:25,GEN,1,30,25,"And it cometh to pass, when Rachel hath borne Joseph, that Jacob saith unto Laban, `Send me away, and I go unto my place, and to my land;"
GEN/30:26,GEN,1,30,26,"give up my wives and my children, for whom I have served thee, and I go; for thou -- thou hast known my service which I have served thee.'"
GEN/30:27,GEN,1,30,27,"And Laban saith unto him, `If, I pray thee, I have found grace in thine eyes -- I have observed diligently that Yahweh doth bless me for thy sake.'"
GEN/30:28,GEN,1,30,28,"He saith also, `Define thy hire to me, and I give.'"
GEN/30:29,GEN,1,30,29,"And he saith unto him, `Thou -- thou hast known that which I have served thee `in', and that which thy substance was with me;"
GEN/30:30,GEN,1,30,30,"for `it is' little which thou hast had at my appearance, and it breaketh forth into a multitude, and Yahweh blesseth thee at my coming; and now, when do I make, I also, for mine own house?'"
GEN/30:31,GEN,1,30,31,"And he saith, `What do I give to thee?' And Jacob saith, `Thou dost not give me anything; if thou do for me this thing, I turn back; I have delight; thy flock I watch;"
GEN/30:32,GEN,1,30,32,"I pass through all thy flock to-day to turn aside from thence every sheep speckled and spotted, and every brown sheep among the lambs, and speckled and spotted among the goats -- and it hath been my hire;"
GEN/30:33,GEN,1,30,33,"and my righteousness hath answered for me in the day to come, when it cometh in for my hire before thy face; -- every one which is not speckled and spotted among `my' goats, and brown among `my' lambs -- it is stolen with me.'"
GEN/30:34,GEN,1,30,34,"And Laban saith, `Lo, O that it were according to thy word;'"
GEN/30:35,GEN,1,30,35,"and he turneth aside during that day the ring-straked and the spotted he-goats, and all the speckled and the spotted she-goats, every one that `hath' white in it, and every brown one among the lambs, and he giveth into the hand of his sons,"
GEN/30:36,GEN,1,30,36,and setteth a journey of three days between himself and Jacob; and Jacob is feeding the rest of the flock of Laban.
GEN/30:37,GEN,1,30,37,"And Jacob taketh to himself a rod of fresh poplar, and of the hazel and chesnut, and doth peel in them white peelings, making bare the white that  on the rods,"
GEN/30:38,GEN,1,30,38,"and setteth up the rods which he hath peeled in the gutters in the watering troughs (when the flock cometh in to drink), over-against the flock, that they may conceive in their coming in to drink;"
GEN/30:39,GEN,1,30,39,"and the flocks conceive at the rods, and the flock beareth ring-straked, speckled, and spotted ones."
GEN/30:40,GEN,1,30,40,"And the lambs hath Jacob parted, and he putteth the face of the flock towards the ring-straked, also all the brown in the flock of Laban, and he setteth his own droves by themselves, and hath not set them near Laban's flock."
GEN/30:41,GEN,1,30,41,"And it hath come to pass whenever the strong ones of the flock conceive, that Jacob set the rods before the eyes of the flock in the gutters, to cause them to conceive by the rods,"
GEN/30:42,GEN,1,30,42,"and when the flock is feeble, he doth not set `them'; and the feeble ones have been Laban's, and the strong ones Jacob's."
GEN/30:43,GEN,1,30,43,"And the man increaseth very exceedingly, and hath many flocks, and maid-servants, and men-servants, and camels, and asses."
GEN/31:1,GEN,1,31,1,"And he heareth the words of Laban's sons, saying, `Jacob hath taken all that our father hath; yea, from that which our father hath, he hath made all this honour;'"
GEN/31:2,GEN,1,31,2,"and Jacob seeth the face of Laban, and lo, it is not with him as heretofore."
GEN/31:3,GEN,1,31,3,"And Yahweh saith unto Jacob, `Turn back unto the land of thy fathers, and to thy kindred, and I am with thee.'"
GEN/31:4,GEN,1,31,4,And Jacob sendeth and calleth for Rachel and for Leah to the field unto his flock;
GEN/31:5,GEN,1,31,5,"and saith to them, `I am beholding your father's face -- that it is not towards me as heretofore, and the God of my father hath been with me,"
GEN/31:6,GEN,1,31,6,"and ye -- ye have known that with all my power I have served your father,"
GEN/31:7,GEN,1,31,7,"and your father hath played upon me, and hath changed my hire ten times; and God hath not suffered him to do evil with me."
GEN/31:8,GEN,1,31,8,"`If he say thus: The speckled are thy hire, then bare all the flock speckled ones; and if he say thus: The ring-straked are thy hire, then bare all the flock ring-straked;"
GEN/31:9,GEN,1,31,9,"and God taketh away the substance of your father, and doth give to me."
GEN/31:10,GEN,1,31,10,"`And it cometh to pass at the time of the flock conceiving, that I lift up mine eyes and see in a dream, and lo, the he-goats, which are going up on the flock, `are' ring-straked, speckled, and grisled;"
GEN/31:11,GEN,1,31,11,"and the messenger of God saith unto me in the dream, Jacob, and I say, Here `am' I."
GEN/31:12,GEN,1,31,12,"`And He saith, Lift up, I pray thee, thine eyes, and see -- all the he-goats which are going up on the flock `are' ring-straked, speckled, and grisled, for I have seen all that Laban is doing to thee;"
GEN/31:13,GEN,1,31,13,"I `am' the God of Bethel where thou hast anointed a standing pillar, where thou hast vowed a vow to me; now, arise, go out from this land, and turn back unto the land of thy birth.'"
GEN/31:14,GEN,1,31,14,"And Rachel answereth -- Leah also -- and saith to him, `Have we yet a portion and inheritance in the house of our father?"
GEN/31:15,GEN,1,31,15,"have we not been reckoned strangers to him? for he hath sold us, and he also utterly consumeth our money;"
GEN/31:16,GEN,1,31,16,"for all the wealth which God hath taken away from our father, it  ours, and our children's; and now, all that God hath said unto thee -- do.'"
GEN/31:17,GEN,1,31,17,"And Jacob riseth, and lifteth up his sons and his wives on the camels,"
GEN/31:18,GEN,1,31,18,"and leadeth all his cattle, and all his substance which he hath acquired, the cattle of his getting, which he hath acquired in Padan-Aram, to go unto Isaac his father, to the land of Canaan."
GEN/31:19,GEN,1,31,19,"And Laban hath gone to shear his flock, and Rachel stealeth the teraphim which her father hath;"
GEN/31:20,GEN,1,31,20,"and Jacob deceiveth the heart of Laban the Aramaean, because he hath not declared to him that he is fleeing;"
GEN/31:21,GEN,1,31,21,"and he fleeth, he and all that he hath, and riseth, and passeth over the River, and setteth his face `toward' the mount of Gilead."
GEN/31:22,GEN,1,31,22,"And it is told to Laban on the third day that Jacob hath fled,"
GEN/31:23,GEN,1,31,23,"and he taketh his brethren with him, and pursueth after him a journey of seven days, and overtaketh him in the mount of Gilead."
GEN/31:24,GEN,1,31,24,"And God cometh in unto Laban the Aramaean in a dream of the night, and saith to him, `Take heed to thyself lest thou speak with Jacob from good unto evil.'"
GEN/31:25,GEN,1,31,25,And Laban overtaketh Jacob; and Jacob hath fixed his tent in the mount; and Laban with his brethren have fixed `theirs' in the mount of Gilead.
GEN/31:26,GEN,1,31,26,"And Laban saith to Jacob, `What hast thou done that thou dost deceive my heart, and lead away my daughters as captives of the sword?"
GEN/31:27,GEN,1,31,27,"Why hast thou hidden thyself to flee, and deceivest me, and hast not declared to me, and I send thee away with joy and with songs, with tabret and with harp,"
GEN/31:28,GEN,1,31,28,and hast not suffered me to kiss my sons and my daughters? -- now thou hast acted foolishly in doing `so';
GEN/31:29,GEN,1,31,29,"my hand is to God to do evil with you, but the God of your father yesternight hath spoken unto me, saying, Take heed to thyself from speaking with Jacob from good unto evil."
GEN/31:30,GEN,1,31,30,"`And now, thou hast certainly gone, because thou hast been very desirous for the house of thy father; why hast thou stolen my gods?'"
GEN/31:31,GEN,1,31,31,"And Jacob answereth and saith to Laban, `Because I was afraid, for I said, Lest thou take violently away thy daughters from me;"
GEN/31:32,GEN,1,31,32,"with whomsoever thou findest thy gods -- he doth not live; before our brethren discern for thyself what  with me, and take to thyself:' and Jacob hath not known that Rachel hath stolen them."
GEN/31:33,GEN,1,31,33,"And Laban goeth into the tent of Jacob, and into the tent of Leah, and into the tent of the two handmaidens, and hath not found; and he goeth out from the tent of Leah, and goeth into the tent of Rachel."
GEN/31:34,GEN,1,31,34,"And Rachel hath taken the teraphim, and putteth them in the furniture of the camel, and sitteth upon them; and Laban feeleth all the tent, and hath not found;"
GEN/31:35,GEN,1,31,35,"and she saith unto her father, `Let it not be displeasing in the eyes of my lord that I am not able to rise at thy presence, for the way of women  on me;' and he searcheth, and hath not found the teraphim."
GEN/31:36,GEN,1,31,36,"And it is displeasing to Jacob, and he striveth with Laban; and Jacob answereth and saith to Laban, `What  my transgression? what my sin, that thou hast burned after me?"
GEN/31:37,GEN,1,31,37,"for thou hast felt all my vessels: what hast thou found of all the vessels of thy house? set here before my brethren, and thy brethren, and they decide between us both."
GEN/31:38,GEN,1,31,38,"`These twenty years I `am' with thee: thy ewes and thy she-goats have not miscarried, and the rams of thy flock I have not eaten;"
GEN/31:39,GEN,1,31,39,"the torn I have not brought in unto thee -- I, I repay it -- from my hand thou dost seek it; I have been deceived by day, and I have been deceived by night;"
GEN/31:40,GEN,1,31,40,"I have been `thus': in the day consumed me hath drought, and frost by night, and wander doth my sleep from mine eyes."
GEN/31:41,GEN,1,31,41,"`This  to me twenty years in thy house: I have served thee fourteen years for thy two daughters, and six years for thy flock; and thou changest my hire ten times;"
GEN/31:42,GEN,1,31,42,"unless the God of my father, the God of Abraham, and the Fear of Isaac, had been for me, surely now empty thou hadst sent me away; mine affliction and the labour of my hands hath God seen, and reproveth yesternight.'"
GEN/31:43,GEN,1,31,43,"And Laban answereth and saith unto Jacob, `The daughters `are' my daughters, and the sons my sons, and the flock my flock, and all that thou art seeing  mine; and to my daughters -- what do I to these to-day, or to their sons whom they have born?"
GEN/31:44,GEN,1,31,44,"and now, come, let us make a covenant, I and thou, and it hath been for a witness between me and thee.'"
GEN/31:45,GEN,1,31,45,"And Jacob taketh a stone, and lifteth it up `for' a standing pillar;"
GEN/31:46,GEN,1,31,46,"and Jacob saith to his brethren, `Gather stones,' and they take stones, and make a heap; and they eat there on the heap;"
GEN/31:47,GEN,1,31,47,and Laban calleth it Jegar-Sahadutha; and Jacob hath called it Galeed.
GEN/31:48,GEN,1,31,48,"And Laban saith, `This heap  witness between me and thee to-day;' therefore hath he called its name Galeed;"
GEN/31:49,GEN,1,31,49,"Mizpah also, for he said, `Yahweh doth watch between me and thee, for we are hidden one from another;"
GEN/31:50,GEN,1,31,50,"if thou afflict my daughters, or take wives beside my daughters -- there is no man with us -- see, God  witness between me and thee.'"
GEN/31:51,GEN,1,31,51,"And Laban saith to Jacob, `Lo, this heap, and lo, the standing pillar which I have cast between me and thee;"
GEN/31:52,GEN,1,31,52,"this heap  witness, and the standing pillar  witness, that I do not pass over this heap unto thee, and that thou dost not pass over this heap and this standing pillar unto me -- for evil;"
GEN/31:53,GEN,1,31,53,"the God of Abraham and the God of Nahor, doth judge between us -- the God of their father,' and Jacob sweareth by the Fear of his father Isaac."
GEN/31:54,GEN,1,31,54,"And Jacob sacrificeth a sacrifice in the mount, and calleth to his brethren to eat bread, and they eat bread, and lodge in the mount;"
GEN/31:55,GEN,1,31,55,"and Laban riseth early in the morning, and kisseth his sons and his daughters, and blesseth them; and Laban goeth on, and turneth back to his place."
GEN/32:1,GEN,1,32,1,"And Jacob hath gone on his way, and messengers of God come upon him;"
GEN/32:2,GEN,1,32,2,"and Jacob saith, when he hath seen them, `This  the camp of God;' and he calleth the name of that place `Two Camps.'"
GEN/32:3,GEN,1,32,3,"And Jacob sendeth messengers before him unto Esau his brother, towards the land of Seir, the field of Edom,"
GEN/32:4,GEN,1,32,4,"and commandeth them, saying, `Thus do ye say to my lord, to Esau: Thus said thy servant Jacob, With Laban I have sojourned, and I tarry until now;"
GEN/32:5,GEN,1,32,5,"and I have ox, and ass, flock, and man-servant, and maid-servant, and I send to declare to my lord, to find grace in his eyes.'"
GEN/32:6,GEN,1,32,6,"And the messengers turn back unto Jacob, saying, `We came in unto thy brother, unto Esau, and he also is coming to meet thee, and four hundred men with him;'"
GEN/32:7,GEN,1,32,7,"and Jacob feareth exceedingly, and is distressed, and he divideth the people who `are' with him, and the flock, and the herd, and the camels, into two camps,"
GEN/32:8,GEN,1,32,8,"and saith, `If Esau come in unto the one camp, and have smitten it -- then the camp which is left hath been for an escape.'"
GEN/32:9,GEN,1,32,9,"And Jacob saith, `God of my father Abraham, and God of my father Isaac, Yahweh who saith unto me, Turn back to thy land, and to thy kindred, and I do good with thee:"
GEN/32:10,GEN,1,32,10,"I have been unworthy of all the kind acts, and of all the truth which Thou hast done with thy servant -- for, with my staff I passed over this Jordan, and now I have become two camps."
GEN/32:11,GEN,1,32,11,"`Deliver me, I pray Thee, from the hand of my brother, from the hand of Esau: for I am fearing him, less he come and have smitten me -- mother beside sons;"
GEN/32:12,GEN,1,32,12,"and Thou -- Thou hast said, I certainly do good with thee, and have set thy seed as the sand of the sea, which is not numbered because of the multitude.'"
GEN/32:13,GEN,1,32,13,"And he lodgeth there during that night, and taketh from that which is coming into his hand, a present for Esau his brother:"
GEN/32:14,GEN,1,32,14,"she-goats two hundred, and he-goats twenty, ewes two hundred, and rams twenty,"
GEN/32:15,GEN,1,32,15,"suckling camels and their young ones thirty, cows forty, and bullocks ten, she-asses twenty, and foals ten;"
GEN/32:16,GEN,1,32,16,"and he giveth into the hand of his servants, every drove by itself, and saith unto his servants, `Pass over before me, and a space ye do put between drove and drove.'"
GEN/32:17,GEN,1,32,17,"And he commandeth the first, saying, `When Esau my brother meeteth thee, and hath asked thee, saying, Whose `art' thou? and whither goest thou? and whose `are' these before thee?"
GEN/32:18,GEN,1,32,18,"then thou hast said, Thy servant Jacob's: it  a present sent to my lord, to Esau; and lo, he also  behind us.'"
GEN/32:19,GEN,1,32,19,"And he commandeth also the second, also the third, also all who are going after the droves, saying, `According to this manner do ye speak unto Esau in your finding him,"
GEN/32:20,GEN,1,32,20,"and ye have said also, Lo, thy servant Jacob  behind us;' for he said, `I pacify his face with the present which is going before me, and afterwards I see his face; it may be he lifteth up my face;'"
GEN/32:21,GEN,1,32,21,"and the present passeth over before his face, and he hath lodged during that night in the camp."
GEN/32:22,GEN,1,32,22,"And he riseth in that night, and taketh his two wives, and his two maid-servants, and his eleven children, and passeth over the passage of Jabbok;"
GEN/32:23,GEN,1,32,23,"and he taketh them, and causeth them to pass over the brook, and he causeth that which he hath to pass over."
GEN/32:24,GEN,1,32,24,"And Jacob is left alone, and one wrestleth with him till the ascending of the dawn;"
GEN/32:25,GEN,1,32,25,"and he seeth that he is not able for him, and he cometh against the hollow of his thigh, and the hollow of Jacob's thigh is disjointed in his wrestling with him;"
GEN/32:26,GEN,1,32,26,"and he saith, `Send me away, for the dawn hath ascended:' and he saith, `I send thee not away, except thou hast blessed me.'"
GEN/32:27,GEN,1,32,27,"And he saith unto him, `What  thy name?' and he saith, `Jacob.'"
GEN/32:28,GEN,1,32,28,"And he saith, `Thy name is no more called Jacob, but Israel; for thou hast been a prince with God and with men, and dost prevail.'"
GEN/32:29,GEN,1,32,29,"And Jacob asketh, and saith, `Declare, I pray thee, thy name;' and he saith, `Why  this, thou askest for My name?' and He blesseth him there."
GEN/32:30,GEN,1,32,30,"And Jacob calleth the name of the place Peniel: for `I have seen God face unto face, and my life is delivered;'"
GEN/32:31,GEN,1,32,31,"and the sun riseth on him when he hath passed over Penuel, and he is halting on his thigh;"
GEN/32:32,GEN,1,32,32,"therefore the sons of Israel do not eat the sinew which shrank, which  on the hollow of the thigh, unto this day, because He came against the hollow of Jacob's thigh, against the sinew which shrank."
GEN/33:1,GEN,1,33,1,"And Jacob lifteth up his eyes, and looketh, and lo, Esau is coming, and with him four hundred men; and he divideth the children unto Leah, and unto Rachel, and unto the two maid-servants;"
GEN/33:2,GEN,1,33,2,"and he setteth the maid-servants and their children first, and Leah and her children behind, and Rachel and Joseph last."
GEN/33:3,GEN,1,33,3,"And he himself passed over before them, and boweth himself to the earth seven times, until his drawing nigh unto his brother,"
GEN/33:4,GEN,1,33,4,"and Esau runneth to meet him, and embraceth him, and falleth on his neck, and kisseth him, and they weep;"
